Athlete Name,Athlete Position,Athlete Groups,Start Date,Session Type,Segment Name,Duration (mins),Session Load,Distance (m),Metres per Minute (m),High Intensity Running (m),No. of High Intensity Events,Sprint Distance (m),No. of Sprints,Top Speed (m/s),Percentage of Max Speed,Avg Speed (m/s),Accelerations,Decelerations
Trym Linberg,Right Back,"Defense, UNCG",2026-03-26,Training Session,Whole Session,135.0,915.0,7186.0,53.0,263.0,22.0,67.0,6.0,7.7,86.3,0.9,102.0,71.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-26,Training Session,Whole Session,135.0,856.0,6905.0,51.0,122.0,15.0,0.0,0.0,6.7,75.1,0.9,80.0,56.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-26,Training Session,Whole Session,135.0,1036.0,7241.0,54.0,111.0,14.0,0.0,0.0,6.6,78.6,0.9,77.0,64.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-26,Training Session,Whole Session,135.0,934.0,7467.0,55.0,115.0,9.0,16.0,2.0,7.4,85.9,0.9,76.0,51.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-26,Training Session,Whole Session,135.0,1294.0,7950.0,59.0,76.0,9.0,0.0,0.0,6.8,83.4,1.0,91.0,66.0
Steven Hernandez,Left Winger,UNCG,2026-03-26,Training Session,Whole Session,135.0,820.0,6314.0,47.0,104.0,13.0,4.0,1.0,7.1,77.3,0.8,73.0,48.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-26,Training Session,Whole Session,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bendix Bennetzen,Centre Midfielder,,2026-03-26,Training Session,Whole Session,135.0,1134.0,7500.0,56.0,28.0,4.0,8.0,1.0,7.1,89.2,0.9,69.0,56.0
Sho Haggerty,Right Back,,2026-03-26,Training Session,Whole Session,135.0,1091.0,8079.0,60.0,136.0,13.0,35.0,5.0,7.3,80.9,1.0,92.0,56.0
Caleb Borneo,,,2026-03-26,Training Session,Whole Session,135.0,1076.0,6952.0,51.0,92.0,12.0,9.0,2.0,7.1,86.4,0.9,111.0,61.0
Jack Shannon,,,2026-03-26,Training Session,Whole Session,135.0,1258.0,8829.0,65.0,251.0,23.0,7.0,1.0,7.2,90.0,1.1,103.0,77.0
Ben,Centre Back,"Defense, UNCG",2026-03-27,Training Session,Whole Session,135.0,2638.0,9039.0,67.0,64.0,7.0,0.0,0.0,6.4,79.8,1.1,57.0,62.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-03-27,Training Session,Whole Session,135.0,1266.0,9480.0,70.0,90.0,11.0,0.0,0.0,6.4,71.8,1.2,112.0,55.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-03-27,Training Session,Whole Session,135.0,1217.0,9061.0,67.0,340.0,34.0,82.0,10.0,7.6,86.0,1.1,67.0,55.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-27,Training Session,Whole Session,135.0,1272.0,9811.0,73.0,325.0,31.0,32.0,4.0,7.3,89.0,1.2,91.0,70.0
Téva Lossec,Left Back,"Defense, UNCG",2026-03-27,Training Session,Whole Session,135.0,5.0,47.0,0.0,0.0,0.0,0.0,0.0,1.4,15.5,0.0,0.0,0.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-27,Training Session,Whole Session,135.0,1277.0,9698.0,72.0,471.0,49.0,241.0,13.0,8.8,98.8,1.2,98.0,77.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-27,Training Session,Whole Session,135.0,1396.0,10198.0,76.0,380.0,37.0,32.0,3.0,7.6,84.2,1.3,93.0,53.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-27,Training Session,Whole Session,135.0,1537.0,10561.0,78.0,325.0,31.0,16.0,2.0,7.3,86.5,1.3,76.0,69.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-27,Training Session,Whole Session,135.0,1514.0,10926.0,81.0,366.0,34.0,53.0,6.0,7.6,88.2,1.3,94.0,76.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-27,Training Session,Whole Session,135.0,2208.0,12169.0,90.0,269.0,24.0,8.0,1.0,7.4,90.9,1.5,85.0,68.0
Steven Hernandez,Left Winger,UNCG,2026-03-27,Training Session,Whole Session,135.0,1391.0,9774.0,72.0,390.0,38.0,96.0,6.0,8.0,87.6,1.2,100.0,67.0
Bendix Bennetzen,Centre Midfielder,,2026-03-27,Training Session,Whole Session,135.0,1959.0,11560.0,86.0,317.0,30.0,12.0,2.0,7.3,91.3,1.4,91.0,75.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-27,Training Session,Whole Session,135.0,3758.0,11736.0,87.0,162.0,20.0,6.0,1.0,7.2,83.3,1.4,85.0,112.0
Sho Haggerty,Right Back,,2026-03-27,Training Session,Whole Session,135.0,1863.0,11422.0,85.0,403.0,37.0,77.0,6.0,8.1,89.1,1.4,130.0,85.0
Caleb Borneo,,,2026-03-27,Training Session,Whole Session,135.0,1991.0,11400.0,84.0,402.0,31.0,21.0,3.0,7.3,88.8,1.4,130.0,87.0
Jack Shannon,,,2026-03-27,Training Session,Whole Session,135.0,1553.0,10206.0,76.0,403.0,37.0,23.0,4.0,7.4,91.9,1.3,113.0,87.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-03-30,Training Session,Whole Session,135.0,1133.0,8402.0,62.0,64.0,9.0,35.0,2.0,7.9,88.9,1.0,117.0,59.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-03-30,Training Session,Whole Session,135.0,1047.0,7767.0,58.0,91.0,9.0,0.0,0.0,6.9,78.2,1.0,102.0,74.0
Ben,Centre Back,"Defense, UNCG",2026-03-30,Training Session,Whole Session,135.0,777.0,6655.0,49.0,27.0,4.0,4.0,1.0,7.0,87.6,0.8,58.0,25.0
Téva Lossec,Left Back,"Defense, UNCG",2026-03-30,Training Session,Whole Session,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-30,Training Session,Whole Session,135.0,1158.0,8478.0,63.0,145.0,18.0,11.0,2.0,7.0,85.9,1.0,119.0,82.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-30,Training Session,Whole Session,135.0,914.0,6910.0,51.0,164.0,18.0,10.0,1.0,7.2,81.0,0.9,104.0,75.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-30,Training Session,Whole Session,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,1.9,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-30,Training Session,Whole Session,135.0,1337.0,8884.0,66.0,98.0,15.0,0.0,0.0,6.7,78.8,1.1,74.0,97.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-30,Training Session,Whole Session,135.0,1156.0,8664.0,64.0,104.0,14.0,6.0,1.0,7.2,84.1,1.1,98.0,70.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-30,Training Session,Whole Session,135.0,1605.0,9322.0,69.0,94.0,14.0,0.0,0.0,6.6,81.1,1.1,130.0,94.0
Steven Hernandez,Left Winger,UNCG,2026-03-30,Training Session,Whole Session,135.0,733.0,5592.0,41.0,37.0,6.0,0.0,0.0,6.8,74.4,0.7,80.0,38.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-30,Training Session,Whole Session,135.0,1396.0,9107.0,67.0,82.0,10.0,0.0,0.0,6.6,76.1,1.1,119.0,70.0
Bendix Bennetzen,Centre Midfielder,,2026-03-30,Training Session,Whole Session,135.0,1283.0,8211.0,61.0,20.0,3.0,0.0,0.0,6.1,76.3,1.0,92.0,38.0
Sho Haggerty,Right Back,,2026-03-30,Training Session,Whole Session,135.0,1368.0,9032.0,67.0,48.0,6.0,0.0,0.0,6.5,71.4,1.1,135.0,105.0
Caleb Borneo,,,2026-03-30,Training Session,Whole Session,135.0,1533.0,8890.0,66.0,110.0,12.0,0.0,0.0,6.9,83.8,1.1,159.0,119.0
Jack Shannon,,,2026-03-30,Training Session,Whole Session,135.0,1421.0,8899.0,66.0,106.0,15.0,5.0,1.0,7.0,87.4,1.1,106.0,105.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-03-31,Training Session,Whole Session,135.0,545.0,5199.0,39.0,15.0,3.0,0.0,0.0,5.7,64.5,0.6,78.0,46.0
Ben,Centre Back,"Defense, UNCG",2026-03-31,Training Session,Whole Session,135.0,483.0,4166.0,31.0,0.0,0.0,0.0,0.0,5.4,67.5,0.5,64.0,27.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-03-31,Training Session,Whole Session,135.0,639.0,5447.0,40.0,0.0,0.0,0.0,0.0,5.4,60.5,0.7,106.0,31.0
Téva Lossec,Left Back,"Defense, UNCG",2026-03-31,Training Session,Whole Session,135.0,681.0,5687.0,42.0,56.0,5.0,6.0,1.0,7.3,81.2,0.7,78.0,48.0
bautista schmidt,Left Back,"Defense, UNCG",2026-03-31,Training Session,Whole Session,135.0,559.0,5285.0,39.0,39.0,4.0,12.0,1.0,7.2,88.1,0.7,80.0,61.0
Trym Linberg,Right Back,"Defense, UNCG",2026-03-31,Training Session,Whole Session,135.0,746.0,5976.0,44.0,20.0,3.0,0.0,0.0,6.1,67.9,0.7,109.0,65.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-03-31,Training Session,Whole Session,135.0,10.0,168.0,1.0,0.0,0.0,0.0,0.0,1.4,15.9,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-03-31,Training Session,Whole Session,135.0,843.0,6214.0,46.0,0.0,0.0,0.0,0.0,5.5,65.0,0.8,93.0,67.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-03-31,Training Session,Whole Session,135.0,656.0,6114.0,45.0,35.0,4.0,0.0,0.0,6.5,76.4,0.8,86.0,61.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-03-31,Training Session,Whole Session,135.0,1045.0,7266.0,54.0,9.0,2.0,0.0,0.0,5.7,70.5,0.9,127.0,81.0
Steven Hernandez,Left Winger,UNCG,2026-03-31,Training Session,Whole Session,135.0,781.0,5821.0,43.0,15.0,2.0,0.0,0.0,5.8,63.3,0.7,107.0,60.0
Bendix Bennetzen,Centre Midfielder,,2026-03-31,Training Session,Whole Session,135.0,721.0,5797.0,43.0,5.0,1.0,0.0,0.0,5.8,72.5,0.7,73.0,47.0
Tiago Mendes de Campos,Centre Midfielder,,2026-03-31,Training Session,Whole Session,135.0,1070.0,7905.0,59.0,18.0,3.0,0.0,0.0,5.8,66.8,1.0,93.0,82.0
Sho Haggerty,Right Back,,2026-03-31,Training Session,Whole Session,135.0,818.0,6690.0,50.0,104.0,11.0,33.0,5.0,7.2,79.8,0.8,76.0,54.0
Jack Shannon,,,2026-03-31,Training Session,Whole Session,135.0,869.0,6442.0,48.0,14.0,3.0,0.0,0.0,5.5,69.2,0.8,92.0,74.0
Caleb Borneo,,,2026-03-31,Training Session,Whole Session,135.0,833.0,5837.0,43.0,4.0,1.0,0.0,0.0,5.6,67.5,0.7,99.0,60.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-01,Training Session,Whole Session,135.0,508.0,4786.0,35.0,12.0,2.0,0.0,0.0,5.8,65.7,0.6,61.0,35.0
Ben,Centre Back,"Defense, UNCG",2026-04-01,Training Session,Whole Session,135.0,507.0,4535.0,34.0,7.0,1.0,0.0,0.0,6.1,75.3,0.6,46.0,37.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-01,Training Session,Whole Session,135.0,670.0,5004.0,37.0,9.0,1.0,0.0,0.0,6.3,70.1,0.6,71.0,50.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-01,Training Session,Whole Session,135.0,514.0,4425.0,33.0,5.0,1.0,0.0,0.0,6.0,73.4,0.5,72.0,56.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-01,Training Session,Whole Session,135.0,632.0,5112.0,38.0,53.0,4.0,0.0,0.0,6.8,76.4,0.6,55.0,36.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-01,Training Session,Whole Session,135.0,683.0,5495.0,41.0,230.0,20.0,35.0,3.0,7.8,87.1,0.7,77.0,60.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-01,Training Session,Whole Session,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-01,Training Session,Whole Session,135.0,699.0,5049.0,37.0,89.0,8.0,0.0,0.0,6.7,79.8,0.6,57.0,41.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-01,Training Session,Whole Session,135.0,536.0,5275.0,39.0,12.0,1.0,0.0,0.0,5.9,68.9,0.6,59.0,39.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-01,Training Session,Whole Session,135.0,668.0,5188.0,38.0,62.0,8.0,0.0,0.0,6.1,74.9,0.6,70.0,38.0
Steven Hernandez,Left Winger,UNCG,2026-04-01,Training Session,Whole Session,135.0,536.0,4264.0,32.0,33.0,4.0,0.0,0.0,6.3,69.2,0.5,57.0,29.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-01,Training Session,Whole Session,135.0,691.0,5704.0,42.0,17.0,3.0,0.0,0.0,5.7,66.2,0.7,59.0,46.0
Bendix Bennetzen,Centre Midfielder,,2026-04-01,Training Session,Whole Session,135.0,532.0,4620.0,34.0,59.0,8.0,0.0,0.0,6.4,80.6,0.6,58.0,24.0
Sho Haggerty,Right Back,,2026-04-01,Training Session,Whole Session,135.0,770.0,5717.0,42.0,13.0,2.0,0.0,0.0,5.7,63.0,0.7,93.0,65.0
Jack Shannon,,,2026-04-01,Training Session,Whole Session,135.0,773.0,5354.0,40.0,73.0,10.0,0.0,0.0,6.4,80.4,0.7,68.0,56.0
Caleb Borneo,,,2026-04-01,Training Session,Whole Session,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0.0,0.0
Ben,Centre Back,"Defense, UNCG",2026-04-02,Training Session,Whole Session,135.0,385.0,3764.0,28.0,0.0,0.0,0.0,0.0,5.3,65.6,0.5,25.0,17.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-02,Training Session,Whole Session,135.0,703.0,5131.0,38.0,57.0,7.0,0.0,0.0,6.9,77.5,0.6,62.0,43.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-02,Training Session,Whole Session,135.0,458.0,4621.0,34.0,14.0,2.0,0.0,0.0,6.1,69.4,0.6,48.0,30.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-02,Training Session,Whole Session,135.0,400.0,3928.0,29.0,19.0,3.0,0.0,0.0,6.2,75.6,0.5,42.0,22.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-02,Training Session,Whole Session,135.0,726.0,5175.0,38.0,279.0,27.0,105.0,12.0,7.7,86.5,0.6,43.0,34.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-02,Training Session,Whole Session,135.0,29.0,222.0,2.0,0.0,0.0,0.0,0.0,2.0,22.8,0.0,0.0,0.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-02,Training Session,Whole Session,135.0,360.0,3289.0,24.0,154.0,12.0,0.0,0.0,6.9,76.4,0.4,35.0,20.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-02,Training Session,Whole Session,135.0,596.0,4661.0,35.0,168.0,12.0,27.0,3.0,7.2,85.5,0.6,35.0,33.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-02,Training Session,Whole Session,135.0,510.0,4877.0,36.0,166.0,16.0,25.0,2.0,7.4,87.0,0.6,44.0,22.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-02,Training Session,Whole Session,135.0,742.0,5317.0,39.0,206.0,21.0,37.0,3.0,7.7,93.9,0.7,60.0,34.0
Steven Hernandez,Left Winger,UNCG,2026-04-02,Training Session,Whole Session,135.0,779.0,5485.0,41.0,280.0,27.0,57.0,6.0,7.7,84.0,0.7,70.0,50.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-02,Training Session,Whole Session,135.0,826.0,6139.0,45.0,114.0,11.0,0.0,0.0,6.7,76.7,0.8,58.0,44.0
Bendix Bennetzen,Centre Midfielder,,2026-04-02,Training Session,Whole Session,135.0,758.0,5780.0,43.0,13.0,2.0,0.0,0.0,5.7,71.5,0.7,42.0,33.0
Sho Haggerty,Right Back,,2026-04-02,Training Session,Whole Session,135.0,669.0,5315.0,39.0,14.0,3.0,0.0,0.0,6.0,66.7,0.7,53.0,41.0
Caleb Borneo,,,2026-04-02,Training Session,Whole Session,135.0,696.0,4907.0,36.0,224.0,23.0,94.0,4.0,8.5,103.1,0.6,69.0,34.0
Jack Shannon,,,2026-04-02,Training Session,Whole Session,135.0,739.0,5207.0,39.0,210.0,18.0,66.0,4.0,7.9,98.5,0.6,35.0,38.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-03,Training Session,Whole Session,135.0,476.0,3957.0,29.0,6.0,1.0,0.0,0.0,5.8,64.7,0.5,47.0,24.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-03,Training Session,Whole Session,135.0,430.0,3856.0,29.0,15.0,2.0,0.0,0.0,6.0,67.6,0.5,31.0,26.0
Ben,Centre Back,"Defense, UNCG",2026-04-03,Training Session,Whole Session,135.0,362.0,3200.0,24.0,0.0,0.0,0.0,0.0,5.4,67.5,0.4,28.0,24.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-03,Training Session,Whole Session,135.0,599.0,4869.0,36.0,69.0,7.0,0.0,0.0,6.6,80.3,0.6,36.0,29.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-03,Training Session,Whole Session,135.0,621.0,4463.0,33.0,176.0,18.0,15.0,2.0,7.2,80.4,0.5,34.0,23.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-03,Training Session,Whole Session,135.0,481.0,4193.0,31.0,79.0,8.0,0.0,0.0,6.4,71.6,0.5,36.0,24.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-03,Training Session,Whole Session,135.0,149.0,1053.0,8.0,46.0,3.0,0.0,0.0,6.4,70.9,0.1,14.0,7.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-03,Training Session,Whole Session,135.0,467.0,3664.0,27.0,143.0,12.0,10.0,1.0,7.3,86.5,0.5,31.0,24.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-03,Training Session,Whole Session,135.0,540.0,4582.0,34.0,138.0,14.0,7.0,1.0,7.2,84.1,0.6,41.0,22.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-03,Training Session,Whole Session,135.0,557.0,4074.0,30.0,39.0,4.0,0.0,0.0,6.3,77.5,0.5,37.0,24.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-03,Training Session,Whole Session,135.0,629.0,4643.0,34.0,17.0,3.0,0.0,0.0,6.0,69.6,0.6,34.0,34.0
Bendix Bennetzen,Centre Midfielder,,2026-04-03,Training Session,Whole Session,135.0,578.0,4188.0,31.0,36.0,4.0,0.0,0.0,6.6,83.2,0.5,34.0,25.0
Sho Haggerty,Right Back,,2026-04-03,Training Session,Whole Session,135.0,486.0,4113.0,30.0,13.0,2.0,0.0,0.0,5.7,62.7,0.5,26.0,20.0
Jack Shannon,,,2026-04-03,Training Session,Whole Session,135.0,825.0,5289.0,39.0,273.0,29.0,0.0,0.0,6.9,86.7,0.7,38.0,44.0
Caleb Borneo,,,2026-04-03,Training Session,Whole Session,135.0,756.0,4729.0,35.0,166.0,17.0,0.0,0.0,6.9,83.8,0.6,68.0,49.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-04,Match Session,Whole Session,90.0,1644.0,10201.0,113.0,435.0,41.0,87.0,8.0,8.6,96.7,1.9,94.0,66.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-04,Match Session,Whole Session,90.0,1645.0,9520.0,106.0,299.0,28.0,24.0,2.0,7.6,85.6,1.8,64.0,56.0
Ben,Centre Back,"Defense, UNCG",2026-04-04,Match Session,Whole Session,90.0,433.0,3233.0,36.0,61.0,6.0,32.0,2.0,7.6,94.3,0.6,17.0,10.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-04,Match Session,Whole Session,90.0,1480.0,7432.0,83.0,413.0,42.0,227.0,13.0,8.7,96.9,1.4,58.0,61.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-04,Match Session,Whole Session,90.0,1346.0,8398.0,93.0,253.0,28.0,24.0,3.0,7.2,88.3,1.6,65.0,69.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-04,Match Session,Whole Session,90.0,1162.0,7244.0,80.0,210.0,20.0,12.0,2.0,7.0,78.0,1.3,44.0,33.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-04,Match Session,Whole Session,90.0,980.0,5533.0,61.0,304.0,26.0,48.0,3.0,8.1,95.7,1.0,26.0,40.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-04,Match Session,Whole Session,90.0,863.0,5584.0,62.0,165.0,17.0,11.0,1.0,7.4,86.7,1.0,41.0,34.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-04,Match Session,Whole Session,90.0,1639.0,7783.0,86.0,263.0,25.0,21.0,3.0,7.2,88.9,1.4,49.0,54.0
Steven Hernandez,Left Winger,UNCG,2026-04-04,Match Session,Whole Session,90.0,1203.0,6902.0,77.0,383.0,44.0,237.0,12.0,9.0,98.3,1.3,57.0,46.0
Bendix Bennetzen,Centre Midfielder,,2026-04-04,Match Session,Whole Session,90.0,2573.0,11532.0,128.0,166.0,18.0,7.0,1.0,7.1,89.0,2.1,51.0,100.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-04,Match Session,Whole Session,90.0,1341.0,7219.0,80.0,69.0,12.0,12.0,1.0,7.7,89.0,1.3,44.0,59.0
Sho Haggerty,Right Back,,2026-04-04,Match Session,Whole Session,90.0,2006.0,10219.0,114.0,361.0,40.0,74.0,6.0,7.8,86.6,1.9,74.0,74.0
Caleb Borneo,,,2026-04-04,Match Session,Whole Session,90.0,2037.0,9969.0,111.0,282.0,32.0,70.0,7.0,8.1,95.8,1.8,78.0,80.0
Jack Shannon,,,2026-04-04,Match Session,Whole Session,90.0,1028.0,5382.0,60.0,240.0,17.0,0.0,0.0,6.9,86.4,1.0,50.0,52.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-08,Training Session,Whole Session,135.0,935.0,6698.0,50.0,182.0,11.0,41.0,1.0,8.2,92.8,0.8,78.0,63.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-08,Training Session,Whole Session,135.0,1105.0,7231.0,54.0,135.0,10.0,30.0,2.0,7.5,83.6,0.9,101.0,61.0
Ben,Centre Back,"Defense, UNCG",2026-04-08,Training Session,Whole Session,135.0,856.0,6551.0,49.0,91.0,7.0,35.0,3.0,7.5,93.7,0.8,50.0,60.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-08,Training Session,Whole Session,135.0,1173.0,7439.0,55.0,246.0,21.0,25.0,3.0,7.6,84.5,0.9,93.0,82.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-08,Training Session,Whole Session,135.0,1046.0,7485.0,55.0,183.0,13.0,41.0,1.0,8.0,98.1,0.9,83.0,105.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-08,Training Session,Whole Session,135.0,1726.0,7124.0,53.0,92.0,11.0,0.0,0.0,6.5,73.2,0.9,120.0,83.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-08,Training Session,Whole Session,135.0,1281.0,8129.0,60.0,225.0,24.0,63.0,3.0,8.6,95.4,1.0,117.0,85.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-08,Training Session,Whole Session,135.0,1112.0,7353.0,54.0,139.0,12.0,47.0,2.0,7.8,92.6,0.9,65.0,74.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-08,Training Session,Whole Session,135.0,1142.0,8218.0,61.0,216.0,13.0,51.0,2.0,8.2,95.5,1.0,105.0,88.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-08,Training Session,Whole Session,135.0,1556.0,9070.0,67.0,254.0,19.0,43.0,2.0,7.8,96.1,1.1,121.0,112.0
Steven Hernandez,Left Winger,UNCG,2026-04-08,Training Session,Whole Session,135.0,829.0,6273.0,46.0,117.0,11.0,39.0,1.0,8.1,88.7,0.8,75.0,50.0
Tiago Mendes de Campos,Centre Midfielder,,2026-04-08,Training Session,Whole Session,135.0,1446.0,9075.0,67.0,205.0,24.0,72.0,3.0,8.4,96.8,1.1,113.0,134.0
Bendix Bennetzen,Centre Midfielder,,2026-04-08,Training Session,Whole Session,135.0,1354.0,8162.0,60.0,272.0,16.0,16.0,3.0,7.2,90.6,1.0,96.0,82.0
Sho Haggerty,Right Back,,2026-04-08,Training Session,Whole Session,135.0,1269.0,8087.0,60.0,189.0,16.0,56.0,4.0,8.5,94.1,1.0,121.0,97.0
Caleb Borneo,,,2026-04-08,Training Session,Whole Session,135.0,1220.0,7305.0,54.0,272.0,24.0,40.0,2.0,8.0,94.6,0.9,103.0,79.0
Jack Shannon,,,2026-04-08,Training Session,Whole Session,135.0,1417.0,8678.0,64.0,136.0,12.0,40.0,2.0,7.5,93.2,1.1,111.0,115.0
Ben,Centre Back,"Defense, UNCG",2026-04-09,Training Session,Whole Session,135.0,419.0,3380.0,25.0,0.0,0.0,0.0,0.0,5.4,66.6,0.4,35.0,21.0
Mason Dancy,Centre Back,"Defense, UNCG",2026-04-09,Training Session,Whole Session,135.0,619.0,4894.0,36.0,48.0,6.0,0.0,0.0,6.8,76.8,0.6,73.0,47.0
Mohammed Sumaila,Centre Back,"Defense, UNCG",2026-04-09,Training Session,Whole Session,135.0,796.0,5372.0,40.0,70.0,7.0,0.0,0.0,6.7,75.5,0.7,75.0,54.0
Téva Lossec,Left Back,"Defense, UNCG",2026-04-09,Training Session,Whole Session,135.0,927.0,5838.0,43.0,186.0,19.0,26.0,4.0,7.2,80.8,0.7,88.0,64.0
bautista schmidt,Left Back,"Defense, UNCG",2026-04-09,Training Session,Whole Session,135.0,683.0,5391.0,40.0,30.0,5.0,0.0,0.0,5.9,72.0,0.7,68.0,47.0
Trym Linberg,Right Back,"Defense, UNCG",2026-04-09,Training Session,Whole Session,135.0,549.0,4773.0,35.0,81.0,9.0,5.0,1.0,7.2,80.4,0.6,53.0,37.0
Pablo Torre,Centre Forward,"FORWARDS, UNCG",2026-04-09,Training Session,Whole Session,135.0,870.0,6521.0,48.0,104.0,16.0,0.0,0.0,6.4,70.9,0.8,103.0,75.0
Mason Poveromo,Left Winger,"FORWARDS, UNCG",2026-04-09,Training Session,Whole Session,135.0,719.0,5010.0,37.0,85.0,8.0,0.0,0.0,6.9,82.0,0.6,79.0,58.0
Ethan lam,Centre Attacking Midfielder,"MIDS, UNCG",2026-04-09,Training Session,Whole Session,135.0,643.0,5353.0,40.0,97.0,12.0,6.0,1.0,7.0,82.3,0.7,63.0,41.0
Sigurd,Centre Midfielder,"MIDS, UNCG",2026-04-09,Training Session,Whole Session,135.0,872.0,5757.0,43.0,159.0,12.0,7.0,1.0,7.0,86.2,0.7,80.0,64.0
Steven Hernandez,Left Winger,UNCG,2026-04-09,Training Session,Whole Session,135.0,704.0,5272.0,39.0,83.0,9.0,18.0,3.0,7.1,77.7,0.6,55.0,46.0
